UPC,Item
7508006100265,Amoxicilina 400.0 MG Ácido clavulánico 57.0 MG - Aurax 60 ML Suspensión Frasco
7508006111056,Dexketoprofeno trometamol 25 MG - Aurax 10 Tabletas Caja
7508006100487,Benzatina Bencilpenicilina 600000.0 UI Bencilpenicilina procaínica 300000.0 UI Bencilpenicilina cristalina 300000.0 UI - Aurax 3 ML Suspensión Frasco Ámpula
7508006114552,Alfacetoanálogos de aminoácido 630.0 MG - Aurax 100 Tabletas Caja
7501573903260,Bromhexina 160.0 MG - Biometrix 100 ML Solución Frasco dosificador
7508006107189,Ácido acetilsalicílico 100 MG - Aurax 28 Tabletas Caja
7508006107226,Doxiciclina monohidratada 100.0 MG - Aurax 10 Cápsulas Caja
7508006109404,Ceftriaxona 1.0 G Clorhidrato de lidocaína 3.5 ML - Aurax Pack 3 Ampolleta Solución Caja
7508006110349,Diclofenaco 100.0 MG - Aurax 20 Tabletas Caja
7508006110202,Desloratadina 5.0 MG - Aurax 10 Tabletas Caja
7508006110448,Clorhidrato de ambroxol 0.3 G - Aurax 120 Solución Caja
7508006101743,Colecalciferol 200.0 UI Óxido de magnesio 60.0 MG Carbonato de calcio 600.0 MG - Aurax 60 Tabletas Caja
7508006110219,Desloratadina 5.0 MG - Aurax 30 Tabletas Caja
7508006100388,Diclofenaco 25.0 MG - Aurax Pack 60 Cápsulas Caja
7508006110417,Aciclovir 200 MG - Aurax 25 Comprimidos Caja
7508006100814,Cetirizina 10 MG - Aurax 10 Tabletas Caja
7508006111216,Ciclobenzaprina 10.0 MG - Aurax 30 Tabletas Frasco
7508006110646,Colecalciferol Vitamina D 3 5000.0 UI - Aurax 60 Cápsulas Caja
7508006111735,Ácido ascórbico 2 G - Aurax 10 Comprimidos Tubo
7508006111780,Ceftriaxona 1.0 G - Aurax Pack 5 Solución Caja
7508006111254,Ácido ascórbico 1.0 G Zinc 10.0 MG Colecalciferol 400.0 UI - Aurax 10 Comprimidos Tubo
7501277029471,Atomoxetina 60 MG - Exotrima 14 Cápsulas Caja
7501277029464,Atomoxetina 40 MG - Exotrima 14 Cápsulas Caja
7508006101088,Complejo B 100.0 MG Dexametasona 4.0 MG Lidocaína 30.0 MG - Aurax 3 Solución Ampolletas
7508006111100,Ciprofloxacino 250.0 MG - Aurax 8 Tabletas Caja
7508006110721,Betametasona 0.50 G Gentamicina 0.1 G Clotrimazol 1.0 G - Aurax 25 Crema Caja
7508006110233,Dexametasona 8.0 MG - Aurax 2 ml 1 Solución Ampolleta
7508006111131,Clioquinol 3.0 G - Aurax 20 Crema Tarro
7508006112572,Dropropizina 300.0 MG Bromhexina 160.0 MG - Aurax 200 ML Jarabe Frasco
7508006112565,Dropropizina 150.0 MG Bromhexina 80.0 MG - Aurax 200 ML Jarabe Frasco
7508006102559,Metformina 850 MG - Aurax 30 Tabletas Frasco
7508006113548,Difenidol 25 MG - Aurax 30 Tabletas Caja
7508006104911,Dropropizina 3 MG - Aurax 120 Jarabe Frasco
7508006101644,Fluoxetina 20 MG - Aurax 20 Tabletas Caja
7508006113425,Alopurinol 300 MG - Aurax 20 Tabletas Caja
7508006103068,Bromuro de pinaverio 100 MG - Aurax 14 Tabletas Caja
7508006113500,Clortalidona 50 MG - Aurax 20 Tabletas Caja
7508006100418,Atorvastatina 20 MG - Aurax 30 Tabletas Caja
7501050633659,Clarityne Alergias - 10 Tabletas Caja Loratadina 10 MG
7508006112817,Dobesilato de calcio 250.0 MG Diosmina 225.0 MG Hesperidina 25.0 MG - Aurax 20 Tabletas Caja
7501165001718,Allegra - 10 Tableta Caja Fexofenadina 120 MG
7508006113432,Bezafibrato 200 MG - Aurax 30 Tabletas Caja
7501165001725,Allegra - 10 Tableta Caja Fexofenadina 180 MG
7501165006171,Allegra Pediátrico - 150 ML Suspensión Frasco dosificador Fexofenadina 600 MG
7501088507144,Zyrtec - 10 ML Solución Gotero Cetirizina 10 MG
7501088507120,Zyrtec - 100 ML Solución Frasco dosificador Cetirizina 100 MG
7501088507168,Zyrtec - 10 Tableta Caja Cetirizina 10 MG
7501088507175,Zyrtec - 20 Tableta Caja Cetirizina 10 MG
7502009740282,Ambroxol 150 MG Salbutamol 40 MG - Fluxol 120 ML Solución Frasco
7508006113319,Cefixima 400 MG - Aurax 6 Cápsulas Caja
7501088507113,Zyrtec - 50 ML Solución Frasco dosificador Cetirizina 100 MG
7501277029587,Lorazepam 1 MG - Apolazam 40 Tabletas Frasco
7502276040528,Clarityne Alergias Jarabe Sabor Uva - 60 ML Jarabe Frasco dosificador Loratadina 60.0 MG
7502211780854,Indometacina 100 MG - Artaxol 15 Supositorios Caja
7501007535111,Tylex Flu día - 12 Tabletas Tabletas Caja Paracetamol 500.0 MG
7501089803511,Zyrtec Orodispersable Sabor Toronja - 10 Tabletas Caja Cetirizina 10.0 MG
7501277029457,Atomoxetina 25 MG - Exotrima 14 Cápsulas Caja
785120754841,Ketorolaco 10 MG Clorhidrato de tramadol 25 MG - Mavidol Tr 10 Cápsulas Caja
785120755022,Ketorolaco 10 MG Clorhidrato de tramadol 25 MG MG - Mavidol Tr Sublingual 4 Tabletas Caja
7501258215954,Acetilcisteína 600 MG - Murreolak 20 Tabletas Tubo
7501471887952,Lactato gluconato de calcio 2.94 G Carbonato de calcio .30 G - Calcidef Efervescente 12 Comprimidos Frasco
785118752347,Claritromicina 250 MG - Krobicin 60 ML Suspensión Frasco dosificador
7501573900115,Butilhioscina 10 MG Metamizol sódico 250 MG - Biomesina Compuesta 10 Tabletas Caja
785118752415,Clindamicina 1 G - Dalatina 30 Gel Tubo
7501258207010,Ácido ascórbico 2 G - Oxital-C Vitamina C 10 Tabletas Tubo
7501258206723,Ácido ascórbico 1 G - Oxital-C Vitamina C 10 Comprimidos Tubo
7508006103785,Valsartán 80 MG - Aurax 30 Comprimidos Caja
7508006101965,Indometacina 25 MG - Aurax 30 Cápsulas Caja
7508006103808,Venlafaxina 150 MG - Aurax 10 Cápsulas Caja
7503004908875,Acarbosa 50 MG - Alpharma 30 Tabletas Caja
7508006103815,Venlafaxina 37.5 MG - Aurax 20 Cápsulas Caja
7506429601147,Sulfato de vincristina 1 MG - Nefixol 1 Solución Frasco Ámpula
75052812,Clorhidrato de dorzolamida 20 MG Timolol 5 MG MG - Opko Oftalmico 5 ML Solución Gotero
785118752637,Subsalicilato de Bismuto 262 MG - Itamol Tabletas Masticables 24 Tabletas Caja
7502009740442,Claritromicina 250 MG - Klarix 10 Tabletas Caja
7501277091034,Hioscina 20 MG Ibuprofeno 400 MG - Espadiva 10 Tabletas Caja
7502009742392,Clonixinato de lisina 125 MG Butilhioscina 10 MG - Doltrix 20 Tabletas Caja
7502211786788,Butilhioscina 10 MG Paracetamol 500 MG MG - Viladol-plus 20 Tabletas Caja
7502211784272,Clindamicina 100 MG Ketoconazol 400 MG - Loffymix Vaginal 7 Óvulos Caja
7502009746352,Ceftibuteno 400 MG - Dexal 5 Cápsulas Caja
7502009741289,Cefalexina 500 MG Bromhexina 8.782 MG - Cepobrom 12 Cápsulas Caja
7502009746253,Cefixima 400 MG - Beneventol 6 Cápsulas Caja
7501249603456,Citrato de clomifeno 50 MG - Tempus Pharma 30 Tabletas Caja
7508006100692,Carbamazepina 200 MG - Aurax 20 Tabletas Caja
7508006106397,Carbamazepina 200 MG - Aurax 40 Tabletas Caja
7502009740206,Amoxicilina 125 MG Ácido clavulánico 31.25 MG MG - Clamoxin 60 ML Suspensión Frasco dosificador
7502223112445,Benzocaína 200 MG - Quimikan 1 ML Frasco
7502009741067,Cefaclor 375 MG - Fasiclor Suspensión 5 ML Suspensión Frasco dosificador
7508006103600,Terbinafina 250 MG - Aurax 28 Tabletas Caja
7508006100166,Amantadina 50 MG Clorfenamina 3 MG Paracetamol 300 MG - Aurax 24 Cápsulas Caja
7508006101286,Difenidol 25 MG - Aurax 30 Tabletas Caja
7508006100456,Azitromicina 500 MG - Aurax 3 Tabletas Caja
7508006109343,Vitamina c 1200.0 MG Vitamina a 20.0 MG Vitamina d3 colecalciferol 200.0 MG - Aurax 10 Ampolletas Caja
7508006101293,Diltiazem 30 MG - Aurax 30 Tabletas Caja
7508006100159,Alopurinol 300 MG - Aurax 30 Tabletas Caja
7508006101248,Diclofenaco 100 MG - Aurax 50 Tabletas Frasco
7501299300367,Sensibit - 10 Tableta Caja Loratadina 10 MG
7508006100203,Amikacina 500 MG - Aurax Solución Inyectable de 2ml 1 Solución Ampolleta
7501125173257,Clindamicina 600 MG - Aurax 1 Solución Ampolleta
7501088509117,Xuzal Oral 200 Ml - 200 ML Solución Frasco dosificador Levocetirizina 0.5 ML
7508006100760,Ceftriaxona 500 MG Lidocaína 20 MG - Aurax 1 Ampolleta Caja
7501299301364,Sensibit Pediátrico Antitusígenos/antigripal. - 30 ML Solución Gotero Loratadina 100 MG
7501088509100,Virlix 60 Ml - 1 Solución Frasco dosificador Cetirizina 1 ML
7508006100753,Ceftriaxona 1 G Lidocaína 3.5 G - Aurax Solución Inyectable Intramuscular 1 Solución Frasco Ámpula
7501125173233,Cefuroxima 750 MG - Aurax 1 Solución Frasco Ámpula
7508006108674,Venlafaxina 75.0 MG - Aurax 10 Cápsulas Caja
7508006110264,Venlafaxina 75.0 MG - Aurax 20 Cápsulas Caja
7501299306512,Sensibit - 20 Tabletas Caja Loratadina 10 MG
7501088509124,Xuzal Gotas Oral 20 Ml - 20 ML Solución Gotero Levocetirizina 5 ML
7501165006386,Allegra D - 10 Tableta Caja Fexofenadina 60 MG
650240005398,Silka Medic Gel para Pie de Atleta - 30 G Gel Tubo Terbinafina 1 G
7501125188176,Pirquet - 10 Comprimidos Caja Fexofenadina 120 MG
7501125188183,Pirquet - 10 Comprimidos Caja Fexofenadina 180 MG
7508006113135,Sulfato de vincristina 1.0 MG - Aurax 1 Solución Frasco Ámpula
7501070613044,Andantol - 25 Jalea Tubo Clorhidrato de isotipendilo 0.75 G
7501070613006,Andantol - 20 Tableta Caja Isotipendilo 4 MG
7502003388008,Levodropropizina 600 MG - Velatuss 120 ML Solución Frasco dosificador
7502003381672,Ambroxol 300 MG Levodropropizina 600 MG - Dizolvin Flux Solución 120 ML Solución Frasco dosificador
4607009583921,Ergoferon - 20 Tableta Caja Anticuerpos Policlonales Al IF 12 C
7503003738671,Itraconazol 33.33 MG Secnidazol 166.66 MG - Sepia 16 Cápsulas Caja
7503003738879,Paracetamol 300 MG Amantadina 50 MG Clorfenamina 3 MG - Rosel -T 15 Tabletas Caja
7501277090921,Nistatina 100000 UI - Aponistan Vaginal 12 Tabletas Caja
7508006103792,Vancomicina 500.0 MG - Aurax 1 Solución Frasco Ámpula
7508006103846,Verapamilo 80.0 MG - Aurax 20 Tabletas Caja
7501298223704,Dolo-Neurobion - 20 Tableta Caja Diclofenaco 50 MG
7501298223711,Dolo-Neurobion - 10 Tableta Caja Diclofenaco 50 MG
7508006103778,Valproato semisódico 250 MG - Aurax 30 Comprimidos Caja
7508006103754,Valaciclovir 500.0 MG - Aurax 10 Tabletas Caja
7508006106731,Zolmitriptano 2.5 MG - Aurax 2 Tabletas Caja
7508006108681,Valproato de magnesio 200.0 MG - Aurax 40 Tabletas Caja
7508006109367,Vitamina c 34.48 G Jalea real 2.87 G Zinc 2.29 G - Aurax 30 Tabletas Bote
7508006109282,Vitamina a 3.5 MG Vitamina d 40.0 MG Vitamina c 1.0 MG - Aurax 30 Solución Caja
7508006109435,Vildagliptina 50 MG Metformina 850 MG - Aurax 60 Comprimidos Caja
7501289520478,Indaflex - 60 G Crema Tubo Indometacina 2.5 %
7500435252317,Dolo-Neurobion Retard - 10 Tabletas Caja Diclofenaco sódico 100.0 MG
7508006109428,Vildagliptina 50.0 MG Metformina 850.0 MG - Aurax 30 Comprimidos Caja
7500435251082,Dolo-Neurobion - 20 Tabletas Caja Diclofenaco 50.0 MG
7508006109695,Vildagliptina 50.0 MG Metformina 500.0 MG - Aurax 30 Comprimidos Caja
7508006109701,Vildagliptina 50.0 MG Metformina 500.0 MG - Aurax 60 Comprimidos Caja
7501299300817,Conazol K Antimicóticos sistémica - 20 Tabletas Caja Ketoconazol 200 MG
7500399029079,Handy Ejercitador Pulmonar Respiratorio Inspirómetro Incentivo - 1 Pieza Caja
7502235760245,Xanelle - 1 Óvulo Caja Miconazol 1200 MG
7508006109442,Vildagliptina 50.0 MG Metformina 1000.0 MG - Aurax 30 Comprimidos Caja
650240011351,Unesia Antimicótico Ungüento para Uñas - 20 G Ungüento Tubo Bifonazol 1 G
7501299300145,Conazol K Antimicóticos sistémica - 10 Tabletas Caja Ketoconazol 200 MG
7501258205818,Neotrex - 30 Cápsulas Caja Isotretinoína 20 MG
650240007408,Silka Medic Gel para Pie de Atleta - 15 G Gel Tubo Terbinafina 1 G
7501072300027,Desenex - 48 Crema Tubo Ácido undecilénico 22.06 G
7501072300010,Desenex - 28 Crema Frasco Ácido undecilénico 22.06 G
7501072300157,Ting - 72 G Crema Tubo Ácido undecilénico 3.78 G
7311620013992,Lamisil - 30 G Crema Tubo Terbinafina 1 G
7501258205801,Neotrex - 30 Cápsulas Caja Isotretinoína 10 MG
7311620014005,Lamisil 1% - 15 G Crema Tubo Terbinafina 10 MG
7501299303290,Conazol - 40 G Crema Tubo Ketoconazol 2 G
7501318644335,Canesten Tratamiento contra el Pie de Atleta - 30 G Crema Tubo Clotrimazol 1 G
7501072300133,Ting - 28 G Crema Tubo Ácido undecilénico 3.78 G
354312425106,Derman Talco desodorante lavanda - 80 G Polvo Frasco Ácido undecilénico 18 G
7502276040351,Lotrimin Uno Antimicotíco de Amplio Espectro - 20 G Crema Tubo Bifonazol 1 %
7501299368350,Conazol - 70 G Crema Paquete Ketoconazol 2 G
7501072300188,Ting - 160 G Polvo Envase Ácido undecilénico 6.26 G
7503003134084,Losil - T - 30 Tabletas Tabletas Terbinafina 250.0 MG
7501299368367,Mycelvan - 2 Piezas Crema Tubo Terbinafina 0.888 G
354312425403,Derman Talco Desodorante para Pies y Calzado - 80 G Polvo Cloruro de benzalconio 0.2 G
7502224228787,Kitoscell - 90 G Gel Tubo Fenil metil piridona 8 G
7503004908998,Losil Antimicóticos dermatóloga - 30 ML Solución Frasco Terbinafina 1 %
7501008499092,Flanax Nocto Alivia el Dolor y el Insomnio Ocasional - 20 Comprimidos Caja Naproxeno Sódico 220 MG
7501299355015,Mycelvan - 30 G Crema Tubo Terbinafina 0.888 G
7501008497340,"Flanax 550 mg Desinflama y Alivia Dolor Intenso Muscular, de Espalda, Cuello y Hombros - 12 Tabletas Caja Naproxeno 550 MG"
7501165011410,Lonol - 60 G Crema Tubo Clorhidrato de bencidamina 5 G
650240007750,Silka Medic Talco para Pies Extrasecante - 150 G Polvo Envase Óxido de zinc 6 G
7501072300225,Ting - 150 G Aerosol Lata Ácido undecilénico 19.46 G
7501165011403,Lonol - 30 G Gel Tubo Clorhidrato de bencidamina 5 G
7501298218700,Healcrem - 50 G Crema Tubo Extracto liquido de raíz symph 35 G
7501314703173,Facicam - 40 G Gel Tubo Piroxicam 0.5 G
7501123017805,Vantal Gel Tópico 5% - 60 G Gel Tubo Clorhidrato de bencidamina 5 G
7501314703180,Facicam Gel - 90 G Gel Envase Piroxicam 5 %
7501008497357,"Flanax 275 mg Desinflama y Alivia el Dolor Muscular, de Espalda, Cuello y Hombros - 20 Tableta Caja Naproxeno 275 MG"
7502224228688,Kitoscell Q Gel Cicatrizante - 40 G Gel Tubo Fenil metil piridona 8 G
7501299309438,Analgen - 20 Tableta Caja Naproxeno 220 MG
7501065085191,Voltaren Emulgel - 30 G Gel Tubo Diclofenaco dietilamonio 1.16 %
8436024611694,Cormocor - 20 Comprimidos Caja Deflazacort 6 MG
7502209291317,Bristaflam - 10 Comprimidos Caja Aceclofenaco 100 MG
7501008498866,"Flanax 550 mg Desinflama y Alivia Dolor Intenso Muscular, de Espalda, Cuello y Hombros - 6 Tableta Caja Naproxeno Sódico 550 MG"
8436024611700,Cormocor - 10 Comprimidos Caja Deflazacort 30 MG
650240053627,"Alli Triple Mayor Potencia Analgésica, Alivia Dolor y Disminuye Inflamación - 20 Piezas Tableta Caja Diclofenaco sódico 50 MG"
650240053610,"Alli Triple Mayor Potencia Analgésica, Alivia Dolor y Disminuye Inflamación - 10 Piezas Tableta Caja Diclofenaco sódico 50 MG"
7502213040864,Clofenix Crema - 60 G Crema Tubo Diclofenaco sódico 1 G
650240053634,"Alli Triple Mayor Potencia Analgésica, Alivia Dolor y Disminuye Inflamación - 6 Piezas Tabletas Caja Diclofenaco sódico 50 MG"
8429420096967,Niogermox - 6.6 ML Solución Pincel Aplicador
7502213040871,Cifhir Gel 5% - 60 G Gel Tubo Clorhidrato de bencidamina 5 G
7501124180980,Topifort - 30 G Crema Tubo Clobetasol 0.05 G
7501298223728,Dolo-Neurobion - 5 Piezas Tableta Caja Diclofenaco sódico 50 G
7500463212550,Uform Sport Gel Reafirmante Corporal Termogénico - 200 ML Gel Tubo
7501008499979,Flanax - 12 Tabletas Caja Naproxeno 550.0 MG
650240070822,Alliviax Dolor intenso - 6 Tabletas Caja Naproxeno Sódico 550.0 MG
7506376000369,Rocainol Acción termica - 150 G Crema Tarro Árnica 0.38 %
650240060144,Alliviax Tratamiento de Inflamación y Dolor Muscular Caja 10 Tab y Sobre 4 Tab Pack - 2 Piezas Tableta Caja Naproxeno 550.0 MG
7500435253727,Sedalmerck Max promo pack - 2 Piezas Tabletas Caja Paracetamol 650.0 MG
354312225140,Vitacilina - 16 G Ungüento Tubo Neomicina 350 G
3664798067507,Icy Hot Analgésico muscular - 85 G Crema Tubo Salicilato de metilo 30.0 G
7501088504617,Trevissage - 30 Cápsulas Caja Isotretinoína 10 MG
7501165008892,Icy Hot Bálsamo no grasoso para el dolor artrítico muscular y de espalda - 100 G Bálsamo Tarro Salicilato de metilo 30 G
7501088504655,Granudoxy Tratamiento antiacné - 28 Tableta Caja Doxiciclina monohidratada 100 MG
7501088504624,Trevissage - 30 Cápsulas Caja Isotretinoína 20 MG
8904091182091,Arnaltem - 10 G Ungüento Tubo Tacrolimus 0.003 G
8904091182084,Arnaltem - 10 G Ungüento Tubo Tacrolimus 0.001 G
7501258200028,Domeboro Polvo - 12 Polvo Sobre Calcio 0.8008 G
7501088504648,Granudoxy Tratamiento antiacné - 15 Tableta Caja Doxiciclina monohidratada 100 MG
7501258200011,Dalidome Tratamiento - 12 Polvo Sobre Sulfato de cobre 0.3894 G
7501258200080,Soyaloid - 1 Polvo Sobre
7501258203234,Traderma para Piel Sensible Tratamiento Dermatológico en Ungüento - 30 G Ungüento Tubo Tacrolimus 0.1 G
7501089810526,Picosend - 11 ML Roll On Envase Amoniaco 3 %
7501258203227,Traderma Tratamiento piel sensible Dermatológico 0.03% - 30 G Ungüento Tubo Tacrolimus 0.3 G
7501258204279,Soyaloid - 10 Polvo Sobre
7501122900313,Dermatix Ultra - 15 G Gel Tubo
7503005569105,Curiosin - 15 G Gel Tubo Hialuronato de zinc 0.001 G
7502224228763,Kitoscell - 30 G Gel Tubo Fenil metil piridona 8 G
7501258212687,Dermalive Crema con Desonida Dermatológico - 30 G Crema Tubo
650240006364,Pointts Sistema de Eliminación de Verrugas y Mezquinos en una Sola Aplicación - 80 ML Solución Pincel Aplicador
4046222740542,Pantogar - 90 Cápsulas Caja Levadura de saccharomyces 100 MG
7501258215336,Cicadona Crema Para Tratamiento Cutáneo - 15 G Crema Tubo Pirferidona 8 G
7501258214834,Cicadona - 40 G Crema Tubo Pirferidona 8 G
7502224228916,Kitoscell - 10 G Gel Tubo Fenil metil piridona 8 G
7502224227117,Zaxcell para Piel Grasosa Anti-inflamatorio en Gel - 5 G Gel Tubo Fenil metil piridona 8 G
7502224228060,Kitoscell - 3.5 G Gel Tubo Fenil metil piridona 8 G
7502224228619,Kitoscell Cicatrizante Q Gel - 10 G Gel Tubo Fenil metil piridona 8 G
7502224227131,Zaxcell para Piel Grasosa Anti-inflamatorio en Gel - 30 G Gel Tubo Fenil metil piridona 8 G
7502002462686,Yunneco - 30 G Tubo Caja Adapaleno 1 %
7502002462693,Yunneco - 30 G Tubo Caja Adapaleno 3 %
7501064550652,Bactroban - 15 G Ungüento Tubo Mupirocina 2 %
650240007019,Medicasp Shampoo Elimina el Hongo de la Caspa - 130 ML Líquido Botella Ketoconazol 1 G
650240039706,Medicasp Shampoo Auxiliar En La Eliminación Del Hongo de la Caspa 2 Botellas 130ml c/u - 2 Piezas Líquido Envase Ketoconazol 1 G
767475402011,Fibroquel - 4 ML Inyección Ampolleta Colágeno hidrolizado 141.3 MG
7501124180904,Periplum 1% Dermatológico Solución - 50 ML Solución Frasco
767475402035,Fibroquel - 1.5 ML Inyección Ampolleta Colágeno hidrolizado 141.3 MG
7501088509032,Zyxem Oral 30 Tabletas Caja - Levocetirizina 5 MG
8904091150434,Bonnetril - 30 G Crema Tubo Ciclopirox 1 G
7501300408266,Furacin Pomada - 453.6 G Pomada Tarro Nitrofurazona 0.2 G
7501088509056,Zyxem Oral 1 Solución Frasco Gotero - Levocetirizina 5 ML
7501008498798,Bepanthen Pomada Regeneradora para la Piel Dexpanthenol 5 % - 30 G Pomada Tubo Dexpantenol 5 G
7501088509049,Zyxem Oral 1 Solución Frasco dosificador - Levocetirizina 5 ML
7501088509001,Zyxem Oral 10 Tabletas Caja - Levocetirizina 5 MG
8904091150496,Tabitral Crema Dermatologica Halobetasol 0.05% - 30 G Crema Tubo Propionato de halobetasol 0.05 G
7501088513589,Nevrika Oral 28 Cápsulas Caja - Pregabalina 75 MG
7501088513572,Nevrika Oral 14 Cápsulas Caja - Pregabalina 75 MG
7501089810021,Herklin Clásico Shampoo - 60 ML Solución Frasco Fenotrina 0.2 G
7501089810137,Novo Herklin 2000 Shampoo - 100 ML Solución Frasco Permetrina 5 G
7501057005312,Caladryl Loción - 180 ML Botella Calamina 8.14 G
7501089810427,Herklin NF Repelente de Piojos y Liendres en Spray para el Cabello - 120 ML Solución Atomizador Ir3535 24 G
7501057005848,Caladryl Clear Loción - 180 ML Botella Clorhidrato de pramoxina 1 G
7501324403704,Arimidex 14 Tabletas Caja - Anastrozol 1 MG
7501324403711,Arimidex 28 Tabletas Caja - Anastrozol 1 MG
7501089810038,Herklin Clásico Shampoo - 120 ML Solución Frasco Fenotrina 0.2 G
7501089810571,Herklin Kit Antipiojos Shampoo Clásico Spray Repelente Liendrera y Gorro de Baño - 4 Piezas Paquete Fenotrina 0.2
7501089810595,Herklin Peine Lendrera de Acero Inoxidable - 1 Pieza Caja
7501299303047,Cicloferon Labial - 2 G Crema Tubo Aciclovir 0.05 G
7501088559211,Scabisan - 60 G Crema Tubo Permetrina 5 G
7501088559129,Scabisan Shampoo - 110 ML Líquido Envase Permetrina 1 G
7501089810588,Herklin Gel Repelente de Piojos y Liendres - 120 G Gel Tubo Ir3535 100 G
7501299303085,Cicloferon Labial piel - 2 G Crema Tubo Aciclovir 0.05 G
7501070613020,Andantol Isotipendilo Para El Tratamiento A la Exposición Excesiva al Sol - 100 G Gel Envase
7501299355039,Cicloferon Xtrm - 2 G Crema Tubo Aciclovir 0.05 G
7501299355060,Cicloferon Xtrm color piel - 5 G Crema Tubo Aciclovir 0.05 G
7501070613068,Andantol - 40 G Jalea Tubo Clorhidrato de isotipendilo 0.75 G
7501088559112,Scabisan Plus emulsión - 120 ML Emulsión Envase Permetrina 5 G
7730979096270,Luciara Antiestrías Crema Corporal - 200 ML Crema Tubo
7508006183060,Bykypad - 20 Cápsulas Caja Limeciclina 300 MG
7501300408228,Furacin Pomada - 85 G Pomada Tubo Nitrofurazona 0.2 G
7508006183053,Bykypad - 32 Cápsulas Caja Limeciclina 150 MG
7501258214278,Antinocil - 10 Tabletas Caja Clorhidrato de minociclina 100 MG
7501258214285,Traderma Tratamiento piel sensible Dermatológico 0.1% - 10 G Ungüento Tubo Tacrolimus 0.1 %
7502224220040,Kitocream - 30 G Crema Tubo Pirferidona 10 %
3499320014793,Aklief - 30 G Crema Caja Trifaroteno 0.0050 %
7501258210331,Tsuyoi - 50 G Crema Tubo Clobetasol 50.0 MG
7502272121177,Forticap Anticaspa Shampoo - 130 ML Líquido Tubo Ketoconazol 2 %
7501298224824,Hyalo 4 Control - 25 G Crema Tubo Ácido hialurónico
7502224228565,Kitoscell q - 3.5 G Gel Tubo Fenil metil piridona 8 G
7502274770717,Medipiox Solución Para Piojos Y Liendres para toda la Familia - 60 ML Solución Frasco Dimeticona 47.45 %
5415062379660,Staquis - 30 G Ungüento Tubo Crisaborol 2.0 %
5415062379608,Staquis - 60 G Ungüento Tubo Crisaborol 2.0 %
7501300420244,Adalir - 40 G Crema Caja Betametasona 0.5 G
7501298224817,Hyalo 4 Start - 30 G Ungüento Tubo
75012571,Picosend Proteción para tus Viajes Repelente de Insectos - 50 ML Botella
5415062118665,Litfulo - 30 Cápsulas Caja Ritlecitinib 50.0 MG
7501299303184,Locoid - 15 G Crema Tubo Hidrocortisona 1.0 MG
7502002461849,Pirovate - 30 Crema Caja Clobetasol 0.044 G
7502002462709,Tipsallen - 30 G Gel Frasco Clindamicina 1.0 %
7501089801753,Herklin Aroma Floral Gel Repelente de Piojos Extra Fijación - 120 G Gel
7501089801760,Herklin Aroma Frutal Gel Repelente de Piojos Extra Fijación - 120 G Gel
7501124185183,Topifort - 120 ML Solución Caja Clobetasol 0.05 ML
7502224220019,Kitocream Crema auxiliar en el tratamiento corrección y restauración de cicatrices - 3.5 G Crema Tubo Pirferidona 10.0 %
7501314703050,Mitigal - 10 Cápsulas Caja Celecoxib 200.0 MG
7501390914562,Italdermol Spray para Cicatrización de la Piel - 75 ML Spray Frasco Extracto de Triticum Vulgare 75.0 ML
7501258215909,Derluma G - 30 G Gel Frasco Calcipotriol 5.0 MG
8904091125722,Micropal CM - 30 G Gel Tubo Adapaleno 0.1 %
7730979097789,Aditral 28 Tableta Caja - Modafinilo 200 MG
7502002462655,Nolret - 40 G Crema Tubo Tretinoina 0.05 %
7501258215893,Derluma - 30 G Ungüento Tubo Calcipotriol 5.0 MG
7501125117701,Ferroin Inyectable 3 Solución Ampolleta - Hierro Dextran 100 MG
7502224220002,Triclean Mousse Dermolimpiador en espuma antimicrobiano para piel grasa y acneica - 120 ML Frasco Ácido alfa hidroxietanóico 8.0 %
7730979097772,Aditral 14 Tableta Caja - Modafinilo 200 MG
7502223555075,Bilumiv 28 Tabletas Caja - Bicalutamida 50 MG
3594455800515,Idaptan MR Oral 60 Comprimidos Caja - Trimetazidina 35 MG
7501314702770,Arfla Oral 15 Tabletas Caja - Rifaximina 550 MG
7502223555068,Bilumiv 14 Tabletas Caja - Bicalutamida 50.0 MG
7501287613059,Aromasin 30 Tabletas Caja - Exemestano 25 MG
7501082212341,Alimta Solución Inyectable 1 Pieza Frasco Ámpula - Pemetrexed disódico 500 MG
7501098607841,Brilinta 60 Tabletas Caja - Ticagrelor 90 MG
7501098607834,Brilinta 30 Tabletas Caja - Ticagrelor 90 MG
7501384545772,Anasa 28 Z96 Tabletas Caja - Anastrozol 1.0 MG
7501165009400,Aubagio 28 Tabletas Caja - Teriflunomida 14 MG
7501384546175,Bionontrol 30 Z96 Tabletas Caja - Letrozol 2.5 MG
8715131026387,Amgevita 0.4 ML Solución Pluma Prellenada - Adalimumab 40.0 MG
7501299309803,Doscoxel - 14 Piezas Tabletas Caja Etoricoxib 90 MG
7501125169687,Antivon 10 Tabletas Caja - Ondansetrón 8 MG
7613326005449,Avastin 4 ML Inyección Frasco Ámpula - Bevacizumab 100 MG
7613326004930,Alecensa 224 Cápsulas Caja - Alectinib 150 MG
7501303404050,Betaferon Inyección 15 Piezas Jeringa - Interferón beta 1b 8000000 UI
7613326005456,Avastin 16 ML Inyección Frasco Ámpula - Bevacizumab 400 MG
